Date,HomeTeam,AwayTeam,FTHG,FTAG,label,7_day_before_like_x,7_day_before_love_x,7_day_before_wow_x,7_day_before_sorry_x,7_day_before_anger_x,7_day_before_haha_x,7_day_before_like_y,7_day_before_love_y,7_day_before_wow_y,7_day_before_sorry_y,7_day_before_anger_y,7_day_before_haha_y
29/01/2019,Wolves,West Ham,3,0,1,5599.0,744.0,34.0,0.0,24.0,1.0,17004.0,1585.0,236.0,364.0,1528.0,1612.0
11/11/2018,Arsenal,Wolves,1,1,0,719778.0,37717.0,13416.0,210.0,1097.0,213.0,980.0,68.0,2.0,2.0,3.0,3.0
23/02/2019,Bournemouth,Wolves,1,1,0,1043.0,70.0,0.0,1.0,1.0,0.0,11472.0,1076.0,144.0,13.0,55.0,12.0
27/10/2018,Brighton,Wolves,1,0,1,583.0,36.0,2.0,0.0,0.0,2.0,77.0,9.0,1.0,0.0,0.0,0.0
30/03/2019,Burnley,Wolves,2,0,1,603.0,34.0,1.0,1.0,5.0,2.0,3199.0,196.0,36.0,1.0,4.0,3.0
30/11/2018,Cardiff,Wolves,2,1,1,780.0,43.0,2.0,21.0,0.0,0.0,157.0,1.0,0.0,0.0,7.0,1.0
10/03/2019,Chelsea,Wolves,1,1,0,143052.0,8317.0,661.0,38.0,2260.0,214.0,15784.0,873.0,73.0,3.0,7.0,12.0
06/10/2018,Crystal Palace,Wolves,0,1,2,1431.0,97.0,5.0,0.0,16.0,2.0,5129.0,687.0,30.0,1.0,29.0,63.0
02/02/2019,Everton,Wolves,1,3,2,11458.0,821.0,142.0,226.0,997.0,1041.0,4747.0,371.0,41.0,29.0,41.0,7.0
26/12/2018,Fulham,Wolves,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2915.0,306.0,11.0,0.0,121.0,1.0
26/02/2019,Huddersfield,Wolves,1,0,1,705.0,19.0,4.0,4.0,11.0,0.0,7299.0,1000.0,84.0,70.0,54.0,99.0
18/08/2018,Leicester,Wolves,2,0,1,9501.0,744.0,42.0,83.0,47.0,16.0,12616.0,1817.0,108.0,4.0,106.0,42.0
12/05/2019,Liverpool,Wolves,2,0,1,337066.0,59198.0,1087.0,907.0,4704.0,416.0,3059.0,255.0,18.0,3.0,4.0,0.0
14/01/2019,Man City,Wolves,3,0,1,97675.0,3728.0,420.0,14.0,614.0,235.0,6720.0,1014.0,104.0,3.0,28.0,3.0
22/09/2018,Man United,Wolves,1,1,0,154900.0,8721.0,913.0,37.0,893.0,48.0,14907.0,2073.0,130.0,1.0,50.0,12.0
09/12/2018,Newcastle,Wolves,1,2,2,153.0,2.0,0.0,0.0,0.0,0.0,2373.0,273.0,39.0,10.0,19.0,3.0
13/04/2019,Southampton,Wolves,3,1,1,10530.0,319.0,30.0,4.0,16.0,7.0,9422.0,1346.0,23.0,640.0,63.0,13.0
29/12/2018,Tottenham,Wolves,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,2923.0,278.0,10.0,39.0,119.0,2.0
27/04/2019,Watford,Wolves,1,2,2,5480.0,434.0,19.0,4.0,34.0,6.0,10700.0,857.0,71.0,44.0,113.0,40.0
01/09/2018,West Ham,Wolves,0,1,2,4964.0,563.0,37.0,7.0,38.0,11.0,11210.0,1366.0,123.0,13.0,40.0,15.0
